date,platform,agenda,topic,persona,mentions,engagement,sentiment,source,title,url,notes
2026-05-29,小红书,展区开放,展商故事,参展商,1,6,,BoltzLog熵约智能,🇲🇴BEYOND展会的朋友请举手🙋,https://www.rednote.com/explore/6a1806b300000000060306aa,小红书网页版人工采集；关键词「数实共生 BEYOND」；页面显示互动：6；日期按页面显示“4天前”折算。
2026-05-29,小红书,展区开放,展商故事,KOL/创作者,1,26,,Jennie,同在澳门🇲🇴BEYONDExpo科技展会的朋友举手,https://www.rednote.com/explore/6a16642b0000000038034a68,小红书网页版人工采集；关键词「BEYOND Expo 澳门」；页面显示互动：26；日期按页面显示“4天前”折算。
2026-05-29,小红书,BGlobal新品发布,智能硬件,KOL/创作者,1,4,,Johnlin的笔记,科大讯飞发布AI眼镜售价4299元,https://www.rednote.com/explore/6a1864a700000000380238c1,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：4；日期按页面显示“4天前”折算。
2026-05-29,小红书,国际科技论坛,展商故事,KOL/创作者,1,5,,KL,BEYOND EXPO国际科技创新峰会🥂,https://www.rednote.com/explore/6a1857e60000000008027751,小红书网页版人工采集；关键词「数实共生 BEYOND」；页面显示互动：5；日期按页面显示“4天前”折算。
2026-05-29,小红书,BGlobal新品发布,智能硬件,KOL/创作者,1,9,,V0 的Neo,硬核科技展，被我玩出了度假感⛱️,https://www.rednote.com/explore/6a18180d0000000006032b75,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：9；日期按页面显示“4天前”折算。
2026-05-29,小红书,展区开放,展商故事,KOL/创作者,1,27,,Weekender+,澳门BEYOND Expo 展览，科技感拉满!,https://www.rednote.com/explore/6a17d9400000000038021860,小红书网页版人工采集；关键词「BEYOND国际科技创新博览会」；页面显示互动：27；日期按页面显示“4天前”折算。
2026-05-29,小红书,展区开放,展商故事,参展商,1,3,,Upsello,BEYOND Expo｜求展位坐标！串门模式开启,https://www.rednote.com/explore/6a17e7c10000000036001eeb,小红书网页版人工采集；补搜关键词「beyond expo」；页面显示互动：3；日期按页面显示“4天前”折算。
2026-05-29,小红书,展区开放,机器人,KOL/创作者,1,15,,机器人小白,在Beyond Expo，这家机器人被澳门特首“点名”,https://www.rednote.com/explore/6a181fc90000000008025928,小红书网页版人工采集；补搜关键词「BEYONDExpo」；页面显示互动：15；日期按页面显示“4天前”折算。
2026-05-29,新闻/网站,BGlobal新品发布,智能硬件,媒体,1,,,华夏时报 / 新浪财经,戴在鼻梁上的“AI助理”：科大讯飞40克眼镜入局，智能穿戴的“刚需时刻”还有多远？,https://finance.sina.com.cn/stock/relnews/cn/2026-05-29/doc-inhzqpth7886421.shtml,新浪财经转载华夏时报公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,开幕式,机器人,媒体,1,,,经济观察报 / 新浪财经,BEYOND Expo 2026观察：AI硬件火爆，中东主权基金开始筛选中国公司,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpspr9557180.shtml,新浪财经转载经济观察报公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,BGlobal新品发布,智能硬件,媒体,1,,,上观新闻 / 新浪财经,40克机身+超级AI助理，讯飞AI眼镜发布！“百镜大战”迎“重磅玩家”,https://finance.sina.com.cn/stock/t/2026-05-29/doc-inhzpfxv9623332.shtml,新浪财经转载上观新闻公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,BGlobal新品发布,智能硬件,媒体,1,,,新浪科技,讯飞AI眼镜发布：整机仅重40克，售价4299元,https://finance.sina.com.cn/tech/shenji/2026-05-29/doc-inhzpwvq7979618.shtml,新浪科技公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,展区开放,医疗健康,媒体,1,,,新浪数码,英伟达、腾讯、阿里、华为、金茉亮相“亚洲CES”BEYOND国际科技创新博览会，共话科技创新,https://finance.sina.com.cn/tech/elec/xpfb/2026-05-29/doc-inhzpwvs0887955.shtml,新浪数码公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,开幕式,机器人,媒体,1,,,DoNews / 新浪财经,BEYOND Expo 2026观察：AI、眼镜和机器人,https://finance.sina.com.cn/tech/roll/2026-05-29/doc-inhzqimi9426592.shtml,新浪科技转载 DoNews 公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,BEYOND Awards,投资路演,媒体,1,,,IT之家,清智系企业亮相 BEYOND Expo 2026 并斩获多项大奖,https://www.ithome.com/0/957/142.htm,IT之家公开报道，可核验；未公开互动量。
2026-05-29,新闻/网站,BGlobal新品发布,智能硬件,媒体,1,,,TechNode,iFlytek launches 40g AI glasses with GlassClaw AI agent and advanced noise recognition,https://technode.com/2026/05/29/iflytek-launches-40g-ai-glasses-with-glassclaw-ai-agent-and-advanced-noise-recognition/,TechNode 公开报道，可核验；未公开阅读、分享或评论数据。
2026-05-29,新闻/网站,BGlobal新品发布,AI,媒体,1,,,TechNode,Lenovo Innovation Accelerator channels ecosystem power to bring Chinese hard-tech startups to the global stage,https://technode.com/2026/05/29/lenovo-innovation-accelerator-channels-ecosystem-power-to-bring-chinese-hard-tech-startups-to-the-global-stage/,TechNode 公开报道，可核验；未公开阅读、分享或评论数据。
2026-05-29,新闻/网站,展区开放,AI,媒体,1,,,Xinhua,Economic Watch: Real-world AI applications shine at Macao's leading high-tech expo,https://english.news.cn/20260529/73b5659a46f94dc6ba9fc4ba88f4eb3d/c.html,新华社英文公开报道，可核验；未公开页面互动量。
2026-05-29,LinkedIn,BGlobal新品发布,智能硬件,官方/主办方,1,4,,BEYOND Expo,iFlytek Product Launch is live NOW,https://www.linkedin.com/company/beyond-expo,LinkedIn 公开公司页采样；页面显示“4d”，按 2026-06-02 折算为 5月29日；公开 reactions：4；内容为 iFlytek Product Launch 直播提醒。
2026-05-29,LinkedIn,国际科技论坛,AI,参展商,1,4,,GameBot,GameBot to join Future of Play Forum at BEYOND Expo 2026 in Macao,https://www.linkedin.com/company/gamebotai/posts/,LinkedIn 登录态站内搜索采样；关键词「BEYOND Expo May 29」；页面显示“4 天”，按 2026-06-02 折算为 5月29日；公开 reactions：4，另显示 1 次转发。
2026-05-29,LinkedIn,国际科技论坛,出海,投资人,1,20,,Headline - Asia,Akio T. joins BEYOND Expo panels on Asian founders and hard tech investment,https://www.linkedin.com/company/headline-asia/posts/,LinkedIn 登录态站内搜索采样；关键词「BEYOND Expo May 29」；页面显示“4 天”，按 2026-06-02 折算为 5月29日；公开 reactions：20，另显示 1 次转发。
2026-05-29,LinkedIn,BGlobal Summit,国际合作,媒体,1,1,,TNGlobal,TNGlobal recap includes BEYOND Expo BGlobal and product launch items,https://www.linkedin.com/company/technodeglobal/posts/,LinkedIn 登录态站内搜索采样；关键词「BGlobal BEYOND Expo」；页面显示“4 天”，按 2026-06-02 折算为 5月29日；公开 reactions：1；该动态为 TNGlobal 周报，包含 BEYOND Expo 开幕和 BGlobal 新品发布两条链接。
2026-05-30,微信,展区开放,国际合作,嘉宾,1,,,德勤Deloitte,德勤特邀嘉宾参观团走进BEYOND Expo 2026,,"搜狗微信搜索第 4 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：德勤中国组织“德勤中国特邀嘉宾参观团“参与BEYOND国际科技创新博览会(BEYOND Expo 2026).本次共组建数个嘉宾团组,..."
2026-05-30,微信,展区开放,机器人,参展商,1,,,具身智能机器人世界,"腾讯具身智能技术矩阵亮相BEYOND Expo 2026 不造机器人,做机器人的“钛螺丝“",,"搜狗微信搜索第 6 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：具身智能产业化提速之际,5月28日,腾讯Robotics X实验室与福田实验室携多项重磅技术现身澳门BEYOND Expo 2026展览,机器人..."
2026-05-30,微信,会后社交,国际合作,参展商,1,,,筷子科技Kuaizi,BEYOND Expo 2026 圆满收官:筷子科技以“视频商业智能体系统“赋能Physical,,"搜狗微信搜索第 4 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：5月30日,为期四天的第六届 BEYOND 国际科技创新博览会(BEYOND Expo 2026)在澳门威尼斯人金光会展中心圆满落下帷幕.智..."
2026-05-30,微信,国际科技论坛,国际合作,KOL/创作者,1,,,陆易斯,"从澳门beyond expo 2026归来,相比去年,感觉今年太多的国内公司参展了,三天实际上还有一些看不过来,不少分论坛很精彩要听回放",,"搜狗微信搜索第 6 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：从澳门beyond expo 2026归来,相比去年,感觉今年太多的国内公司参展了,三天实际上还有一些看不过来,不少分论坛很精彩要听回..."
2026-05-30,微信,展区开放,国际合作,参展商,1,,,太希智能科技,太希智能闪耀BEYOND EXPO 2026!,,搜狗微信搜索第 5 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：寄予厚望BEYOND EXPO 202601澳门特别行政区行政长官岑浩辉、澳门特别行政区第五任行政长官贺一诚先后到访太希智能展台.(...
2026-05-30,微信,展区开放,AI,KOL/创作者,1,,,小周晓谈,BEYOND EXPO 2026[强],,搜狗微信搜索第 4 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：BEYOND EXPO 2026[强]
2026-05-30,微信,展区开放,机器人,KOL/创作者,1,,,芸姐AI实训基地-收徒,"参加BEYOND Expo 2026 澳门国际科创博览会,满眼硬核黑科技;",,"搜狗微信搜索第 6 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：参加BEYOND Expo 2026 澳门国际科创博览会,满眼硬核黑科技;人形机器人、智能移动平台、协作机械臂、AI生态齐亮相;从全球..."
2026-05-30,微信,会后社交,国际合作,官方/主办方,1,,,BEYOND Expo,亚洲第一!BEYOND Expo 2026 圆满收官,,"搜狗微信搜索第 1 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：BEYOND Expo 2026媒体日也在大会首日汇聚200余家全球媒体、KOL、YouTuber及内容创作者,总粉丝量高达2600万,海外媒体占比..."
2026-05-30,微信,展区开放,国际合作,官方/主办方,1,,,BEYOND Expo,"从澳门到深圳:BEYOND Expo 2026精彩延续,南山创新闪耀双城",,"搜狗微信搜索第 1 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：(BEYOND Expo 2026)在澳门隆重举行.本届大会以 “AI:数实共生“为主题,持续收获全球科技圈的高度关注,四天展期内,共..."
2026-05-30,微信,开幕式,AI,官方/主办方,1,,,BEYOND Expo,"全攻略|数实共生风暴来袭!BEYOND Expo 2026终极通关指南,看这一篇就够了!",,"搜狗微信搜索第 4 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：BEYOND Expo 2026 开幕式即将盛大开启!作为 BEYOND Expo 全年最具代表性的核心环节,本届开幕式将于5月27日 15:30至17:30."
2026-05-30,微信,会后社交,国际合作,参展商,1,,,ZPilot,"BEYOND Expo 2026 完美闭幕:在全球科技现场,看见中国消费科技的新表达",,"搜狗微信搜索第 2 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：2026 年 5 月 30 日,为期四天的 BEYOND Expo 2026 在澳门威尼斯人金光会展中心圆满落幕.作为亚洲规模最大、影响力最广的国际..."
2026-05-30,小红书,BGlobal新品发布,智能硬件,媒体,1,4,,21世纪经济报道,AI眼镜也能接入“龙虾”了,https://www.rednote.com/explore/6a19032d0000000036030e18,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：4；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,机器人,KOL/创作者,1,8,,500熊,想拍一个澳门BEYOND科技展机器人特辑,https://www.rednote.com/explore/6a1930d0000000000803caed,小红书网页版人工采集；关键词「BEYOND国际科技创新博览会」；页面显示互动：8；日期按页面显示“3天前”折算。
2026-05-30,小红书,BGlobal新品发布,智能硬件,KOL/创作者,1,,,龚海瀚,在澳门和讯飞 AI 眼镜重逢,https://www.rednote.com/explore/6a19290e0000000007026802,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：赞；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,展商故事,KOL/创作者,1,484,,果子bibibi,97年市场总监工作日记🇲🇴澳门Beyond Expo,https://www.rednote.com/explore/6a195a160000000008000535,小红书网页版人工采集；关键词「BEYOND Expo 澳门」；页面显示互动：484；日期按页面显示“3天前”折算。
2026-05-30,小红书,BGlobal新品发布,智能硬件,KOL/创作者,1,,,江瀚视野,讯飞AI眼镜正式发布，讯飞眼镜的优势何在？,https://www.rednote.com/explore/6a195ca20000000007022f43,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：赞；日期按页面显示“3天前”折算。
2026-05-30,小红书,BGlobal新品发布,智能硬件,媒体,1,,,科技行者,AI眼镜的风，终究是吹到了科大讯飞,https://www.rednote.com/explore/6a19877d0000000038035457,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：赞；日期按页面显示“3天前”折算。
2026-05-30,小红书,会后社交,展商故事,KOL/创作者,1,426,,懒懒小卡比,BEYOND高能回顾｜在澳门看到未来,https://www.rednote.com/explore/6a194a37000000000702048f,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：426；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,AI,KOL/创作者,1,7,,唐月明,BEYOND 2026越来越好，明天下午1：45 AI音乐,https://www.rednote.com/explore/6a19aab60000000008027618,小红书网页版人工采集；关键词「数实共生 BEYOND」；页面显示互动：7；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,展商故事,KOL/创作者,1,3,,兔儿小爷,AI+科技多模态｜澳门Beyond Expo展,https://www.rednote.com/explore/6a195cc10000000035021fd6,小红书网页版人工采集；关键词「BEYOND 探展」；页面显示互动：3；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,展商故事,KOL/创作者,1,28,,馅儿,2026澳门beyond expo观察（02）,https://www.rednote.com/explore/6a18f3ec0000000035024209,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：28；日期按页面显示“3天前”折算。
2026-05-30,小红书,BGlobal新品发布,智能硬件,官方/主办方,1,6,,BEYOND国际科技创新博览会,讯飞AI眼镜新品发布｜AI终端真的走进现实了,https://www.rednote.com/explore/6a1977c60000000036000935,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：6；日期按页面显示“3天前”折算。
2026-05-30,小红书,开幕式,AI,官方/主办方,1,45,,BEYOND国际科技创新博览会,BEYOND Expo 2026 盛大开幕,https://www.rednote.com/explore/6a191b89000000000702ca0a,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：45；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,AI,KOL/创作者,1,5,,Cynthia Yang在Realtime AI,Beyond Expo 2026｜AI：digital to physical,https://www.rednote.com/explore/6a19638f000000000800002f,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：5；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,展商故事,KOL/创作者,1,4,,Léo,去澳门BeyondExpo长见识了,https://www.rednote.com/explore/6a19831f0000000006023757,小红书网页版人工采集；关键词「BEYOND Expo 澳门」；页面显示互动：4；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,机器人,KOL/创作者,1,14,,Lexiccc,这个机器人有点好抱,https://www.rednote.com/explore/6a1925320000000035032cf8,小红书网页版人工采集；关键词「BEYOND Expo 澳门」；页面显示互动：14；日期按页面显示“3天前”折算。
2026-05-30,小红书,BEYOND Hack Day,AI,KOL/创作者,1,9,,Parker很爱玩,Macao Hackathon🎉,https://www.rednote.com/explore/6a1924d30000000035032b23,小红书网页版人工采集；补搜关键词「BEYONDExpo」；页面显示互动：9；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,展商故事,KOL/创作者,1,7,,奶油米,Beyond expo🇲🇴,https://www.rednote.com/explore/6a19de14000000003803543c,小红书网页版人工采集；补搜关键词「beyond expo」；页面显示互动：7；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,展商故事,KOL/创作者,1,1,,A陈小申,参加亚洲最牛的展会是什么感受,https://www.rednote.com/explore/6a192a110000000006020a9b,小红书网页版人工采集；补搜关键词「beyond expo」；页面显示互动：1；日期按页面显示“3天前”折算。
2026-05-30,小红书,展区开放,机器人,KOL/创作者,1,1,,痛痛痛洒湖~,这咖啡机器人帅爆🎉,https://www.rednote.com/explore/6a190164000000001002d000,小红书网页版人工采集；补搜关键词「BEYONDExpo」；页面显示互动：1；日期按页面显示“3天前”折算。
2026-05-30,新闻/网站,展区开放,机器人,媒体,1,,,财联社 / 新浪财经,AI走向物理世界的“临门一脚”还差什么？｜直击BEYOND Expo 2026,https://finance.sina.com.cn/stock/t/2026-05-30/doc-inhzswye6930112.shtml,新浪财经转载财联社公开报道，可核验；未公开互动量。
2026-05-30,新闻/网站,BGlobal新品发布,创作者经济,参展商,1,,,新浪财经,BEYOND Expo 2026现场：联汇科技Om AI首发的OttoBox视频创作助理，把视频粗剪从8小时拉进30分钟,https://finance.sina.com.cn/stock/t/2026-05-30/doc-inhzrzus0292319.shtml,新浪财经公开报道，可核验；未公开互动量。
2026-05-30,新闻/网站,开幕式,机器人,嘉宾,1,,,AGV网 / 新浪财经,普渡机器人创始人张涛出席BEYOND Expo开幕式，共话“数实共生”下的Physical AI路径,https://finance.sina.com.cn/roll/2026-05-30/doc-inhzrreu7455900.shtml,新浪财经转载 AGV 网公开报道，可核验；未公开互动量。
2026-05-30,新闻/网站,展区开放,AI,媒体,1,,,People's Daily Online / Xinhua,Real-world AI applications shine at Macao's leading high-tech expo,https://en.people.cn/n3/2026/0530/c90000-20462208.html,人民网英文转载新华社公开报道，可核验；未公开互动量。
2026-05-30,新闻/网站,BGlobal新品发布,智能硬件,媒体,1,,,Yanko Design,"Translation, Prompting, Agentic AI, all in 40 grams: iFLYTEK's Smart Glasses Debut at BEYOND Expo 2026",https://www.yankodesign.com/2026/05/30/translation-prompting-agentic-ai-all-in-40-grams-iflyteks-smart-glasses-debut-at-beyond-expo-2026/,Yanko Design 公开报道，可核验；未公开页面互动量。
2026-05-30,LinkedIn,展区开放,机器人,媒体,1,8,,TNGlobal,Astribot at BEYOND Expo 2026: robotics and physical AI from Macau,https://www.linkedin.com/company/beyond-expo,LinkedIn 公开公司页采样；BEYOND Expo 转发 TNGlobal 更新，页面显示“3d Edited”，按 2026-06-02 折算为 5月30日；公开 reactions：8；非原帖直链。
2026-05-30,LinkedIn,会后社交,国际合作,媒体,1,5,,BEAMSTART,"BEYOND Expo drew 1,200+ global companies and 400+ speakers to Macao",https://www.linkedin.com/posts/beamstart_beyond-expo-one-of-asias-largest-technology-activity-7465967535407071233-hq7r,LinkedIn 公开帖子页采样；页面显示“3d”，按 2026-06-02 折算为 5月30日；公开 reactions：5，另显示 3 comments。
2026-05-30,LinkedIn,国际科技论坛,Web3,媒体,1,2,,HK Business Wire,KuCoin CMO at BEYOND Expo: Trust Is Becoming the New Infrastructure for Web3,http://hkbusinesswire.com/kucoin-cmo-at-beyond-expo-trust-is-becoming-the-new-infrastructure-for-web3/,LinkedIn 登录态站内搜索采样；关键词「BEYOND Expo May 29」；页面显示“3 天”，按 2026-06-02 折算为 5月30日；公开 reactions：2；原帖分享外部新闻稿链接。
2026-05-31,微信,展区开放,国际合作,参展商,1,,,对外贸易促进中心,BEYOND Expo 2026的时代价值与深远意义,,"搜狗微信搜索第 1 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：以数实共生为钥,启全球创新新程:BEYOND Expo 2026的时代价值与深远意义现场图当前,全球新一轮科技革命与产业变革加速演进..."
2026-05-31,微信,Fund At First Pitch,投资路演,参展商,1,,,金财链上大玩家,"*BEYOND Expo 2026*闭幕式澳門威尼斯人金光會場順利落幕,以FUND AT FIRST PITCH极限速投总决赛率先开启压轴环节",,搜狗微信搜索第 5 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：*BEYOND Expo 2026*闭幕式澳門威尼斯人金光會場順
2026-05-31,微信,会后社交,投资路演,投资人,1,,,香港X科技创业平台,"他们在 Beyond Expo,面对 NBA 传奇球星做了一场特别的Pitch",,搜狗微信搜索第 10 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：亚洲规模最大的科技创新与生态博览会——BEYOND Expo 2026 5月30日在澳门圆满落下帷幕!为期4天的BEYOND Expo 2026 在澳门...
2026-05-31,微信,国际科技论坛,国际合作,参展商,1,,,Shero Initiative旭柔计划,【S. IMPACT】2026 BEYOND Expo SheTech 女性科技峰会回顾,,"搜狗微信搜索第 6 页结果；原文直链未稳定解析，点击“搜索线索”按标题回搜。摘要：BEYOND Expo 以「AI:数实共生」为核心主题,汇聚全球120余个国家和地区、超3万名专业从业者,共探科技创新的未来机遇与发展..."
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,10,,淙淙,我与beyond的故事,https://www.rednote.com/explore/6a1ac4f100000000350261f2,小红书网页版人工采集；关键词「BEYOND 探展」；页面显示互动：10；日期按页面显示“2天前”折算。
