date,platform,agenda,topic,persona,mentions,engagement,sentiment,source,title,url,notes
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,6,,苗苗bdl,澳门beyond expo 2026,https://www.rednote.com/explore/6a1b1175000000003601c418,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：6；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,Web3,KOL/创作者,1,35,,香菜老师,🇲🇴04年 Web3️⃣大厂实习生，展会应该看什么,https://www.rednote.com/explore/6a1ad19c0000000037034b3c,小红书网页版人工采集；关键词「BEYOND 探展」；页面显示互动：35；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,,,小红薯664D8B53,beyond expo,https://www.rednote.com/explore/6a1a47440000000007012924,小红书网页版人工采集；关键词「BEYOND 探展」；页面显示互动：赞；日期按页面显示“2天前”折算。
2026-05-31,小红书,BEYOND Hack Day,AI,KOL/创作者,1,4,,悬溺,在黑客松现场当路人,https://www.rednote.com/explore/6a1abe99000000003700df2d,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：4；日期按页面显示“2天前”折算。
2026-05-31,小红书,BEYOND Awards,智能硬件,参展商,1,1,,讯飞AI眼镜,讯飞AI眼镜获得BEYOND最佳创新大奖🏆,https://www.rednote.com/explore/6a19aa9f0000000007028171,小红书网页版人工采集；关键词「科大讯飞 AI眼镜 BEYOND」；页面显示互动：1；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,19,,粤海街道肖美丽,🇲🇴澳门偶遇张伟丽！！就在Beyond Expo,https://www.rednote.com/explore/6a1950860000000007028e4b,小红书网页版人工采集；关键词「BEYOND国际科技创新博览会」；页面显示互动：19；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,,,AXE,Beyond Expo 科技展,https://www.rednote.com/explore/6a1a8089000000000800065d,小红书网页版人工采集；关键词「BEYOND国际科技创新博览会」；页面显示互动：赞；日期按页面显示“2天前”折算。
2026-05-31,小红书,会后社交,展商故事,官方/主办方,1,29,,BEYOND国际科技创新博览会,亚洲第一！BEYOND Expo 2026 圆满收官🎉,https://www.rednote.com/explore/6a1b14470000000007023581,小红书网页版人工采集；关键词「BEYOND国际科技创新博览会」；页面显示互动：29；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,AI,KOL/创作者,1,9,,Jennie,BeyondExpo2026👋,https://www.rednote.com/explore/6a1ad352000000003701face,小红书网页版人工采集；关键词「BEYOND Expo 2026」；页面显示互动：9；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,6,,lacey,BeyondExpo2026亚洲最大科创博览会,https://www.rednote.com/explore/6a1963ea00000000370355f5,小红书网页版人工采集；关键词「BEYOND国际科技创新博览会」；页面显示互动：6；日期按页面显示“2天前”折算。
2026-05-31,小红书,展区开放,展商故事,KOL/创作者,1,3,,茕茕乔依,BeyondExpo 2026 澳门初体验,https://www.rednote.com/explore/6a1b0f000000000007028ccb,小红书网页版人工采集；补搜关键词「BEYONDExpo」；页面显示互动：3；日期按页面显示“2天前”折算。
2026-05-31,新闻/网站,BEYOND Hack Day,AI,参展商,1,,,上海证券报 / 新浪财经,行云科技联合主办“BEYOND HACK DAY” 加速探索AI生态价值,https://finance.sina.com.cn/roll/2026-05-31/doc-inhzuvrh6105956.shtml,新浪财经转载上海证券报公开报道，可核验；未公开互动量。
2026-05-31,新闻/网站,国际科技论坛,国际合作,媒体,1,,,TechNode,KISED promotes South Korea's startup ecosystem and support programs at BEYOND Expo,https://technode.com/2026/05/31/kised-promotes-south-koreas-startup-ecosystem-and-support-programs-at-beyond-expo/,TechNode 公开报道，可核验；未公开阅读、分享或评论数据。
2026-05-31,LinkedIn,开幕式,AI,媒体,1,,,TNGlobal,AI: digital to physical - the 6th BEYOND EXPO is set to open in Macau,https://www.linkedin.com/posts/technodeglobal_ai-digital-to-physical-the-6th-beyond-activity-7465313547749855232--40U,LinkedIn 公开帖子页采样；页面显示“2d”，按 2026-06-02 折算为 5月31日；公开页未显示可核验互动数。
2026-05-31,LinkedIn,BGlobal新品发布,智能硬件,媒体,1,0,,EastFrontier,iFLYTEK unveiled 40g AI glasses at BEYOND Expo 2026 in Macao,https://www.linkedin.com/company/eastfrontier/posts/,LinkedIn 登录态站内搜索采样；关键词「iFLYTEK BEYOND Expo」；页面显示“2 天”，按 2026-06-02 折算为 5月31日；公开 reactions：0，另显示 1 条评论。
2026-05-31,LinkedIn,BGlobal新品发布,智能硬件,KOL/创作者,1,2,,Nicky Chu,Checking out iFLYTEK AI Glasses at BEYOND Expo 2026 in Macao,https://www.linkedin.com/in/nicky-chu-6310b21a/,LinkedIn 登录态站内搜索采样；关键词「iFLYTEK BEYOND Expo」；页面显示“2 天”，按 2026-06-02 折算为 5月31日；公开 reactions：2。
2026-05-31,LinkedIn,BGlobal Summit,国际合作,媒体,1,5,,杨映敏,TNGlobal brought ASEAN perspectives to BEYOND Expo BGlobal and Global Investment Summit,https://www.linkedin.com/in/yimie-yong-aa5ba631/zh/,LinkedIn 登录态站内搜索采样；关键词「BGlobal BEYOND Expo」；页面显示“2 天”，按 2026-06-02 折算为 5月31日；公开 reactions：5；该动态转发/引用 TNGlobal 对 BGlobal Summit 和 Global Investment Summit 的现场内容。
2026-06-01,新闻/网站,会后社交,AI,官方/主办方,1,,,PRNewswire,The 6th BEYOND Expo Wows Visitors with Showcase Asia's Tech AI: Digital to Physical becomes Reality in Macao,https://www.prnewswire.com/apac/news-releases/the-6th-beyond-expo-wows-visitors-with-showcase-asias-tech-ai-digital-to-physical-becomes-reality-in-macao-302787296.html,PRNewswire APAC 公开分发稿；发布时间 2026-06-01 23:56 CST；未公开互动量。
2026-06-01,微信,会后社交,AI,官方/主办方,1,,,BEYOND Expo,亚洲第一!BEYOND Expo 2026 圆满收官,,搜狗微信搜索第 1 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,会后社交,国际合作,官方/主办方,1,,,BEYOND Expo,从澳门到深圳:BEYOND Expo 2026精彩延续，南山创新闪耀双城,,搜狗微信搜索第 1 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,智能硬件,参展商,1,,,其域行业应用,其域创新亮相 BEYOND Expo 2026:以空间智能连接数字与现实,,搜狗微信搜索第 3 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,国际合作,参展商,1,,,明月湖科创基地,BEYOND Expo 2026落幕:“两江智造”闪耀全球舞台,,搜狗微信搜索第 4 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,Digital AI Summit,AI,参展商,1,,,云智慧,直击BEYOND Expo 2026 | 云智慧Cloudwise亮相澳门，发布“三层战略”护航 AI 数实共生,,搜狗微信搜索第 4 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,AI,参展商,1,,,阿里云云栖号,阿里云亮相BEYOND Expo 2026:以全栈AI技术，激发Agentic时代的亚洲创新力,,搜狗微信搜索第 4 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,展商故事,参展商,1,,,蓝创源生,BEYOND Expo 2026 回顾:在科技的浪潮中，我们为海洋发声,,搜狗微信搜索第 5 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,Fund At First Pitch,投资路演,KOL/创作者,1,,,金财链上大玩家,*BEYOND Expo 2026*闭幕式澳門威尼斯人金光會場順利落幕，以FUND AT FIRST PITCH极限速投总决赛率先开启压轴环节,,搜狗微信搜索第 5 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,AI,参展商,1,,,清华信息港,公司动态|柯西黎曼精彩亮相BEYOND Expo 2026,,搜狗微信搜索第 7 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,会后社交,国际合作,观众,1,,,MOMAUP,活動紀實|澳門高校研究生聯合會參與“深圳—澳門科技產業合作交流推介會”並參觀BEYOND EXPO 2026,,搜狗微信搜索第 7 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,会后社交,出海,媒体,1,,,动点出海,新加坡拿下东南亚AI基建融资99%，BEYOND Expo 2026圆满收官|SEA Now,,搜狗微信搜索第 8 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,AI,参展商,1,,,双纽数字AI,数实共生 智联全球|双纽数字闪耀 BEYOND EXPO 2026,,搜狗微信搜索第 9 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,国际合作,参展商,1,,,珠海先进集成电路研究院,搭平台、聚资源、促合作——研究院组织横琴科技企业亮相BEYOND Expo 2026,,搜狗微信搜索第 9 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,AI,参展商,1,,,深圳模力营AI生态社区,模力动态 | 收官不落幕，科技正当时!2026 BEYOND Expo 南山展区・模力营圆满收官,,搜狗微信搜索第 10 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,微信,展区开放,机器人,参展商,1,,,人形机器人孵化器,孵要闻 |澳门特首岑浩辉莅临指导 上海市人形机器人创新孵化器闪耀 BEYOND EXPO 2026,,搜狗微信搜索第 10 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-02,新闻/网站,国际科技论坛,国际合作,媒体,1,,,KoreaTechDesk,"At BEYOND Expo 2026, Korea Positioned Itself as Asia’s Industrial AI Testbed",https://koreatechdesk.com/beyond-expo-2026-korea-industrial-ai-testbed,KoreaTechDesk 2026-06-02 公开报道；未公开互动量。
2026-06-02,微信,展区开放,机器人,参展商,1,,,枢途科技,BEYOND Expo 2026 | 在全球科技现场，看见具身智能数据新范式,,搜狗微信搜索第 1 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-02,微信,展区开放,智能硬件,媒体,1,,,AI硬趣,BEYOND Expo 2026观察，AI硬件的“实战时代”已经到来,,搜狗微信搜索第 1 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-02,微信,展区开放,机器人,参展商,1,,,望默科技wamotech,望默科技受邀亮相BEYOND Expo 2026，自研外骨骼机器人展现硬核实力,,搜狗微信搜索第 3 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-02,微信,展区开放,创作者经济,参展商,1,,,明辉集团,明辉集团携IKONE亮相BEYOND Expo 2026，以创意赋能科技品牌新表达,,搜狗微信搜索第 5 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜；同题 IKONE 转发样本未重复计入。
2026-06-02,微信,展区开放,AI,参展商,1,,,酱芯科技,从澳门奔赴全球|酱芯科技 BEYOND Expo 2026 圆满收官:AI 赋能调味，美味打破国界,,搜狗微信搜索第 6 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,新闻/网站,BGlobal新品发布,智能硬件,媒体,1,,,网界,科大讯飞BEYOND Expo 2026亮剑：AI眼镜40g轻量化登场，全场景交互革新未来,https://www.cnu.com.cn/data/202606/228093.html,网界 2026-06-03 12:35 公开报道；未公开互动量。
2026-06-03,新闻/网站,开幕式,机器人,媒体,1,,,ANTARA / PRNewswire,Pudu Robotics Founder & CEO Felix Zhang at BEYOND Expo 2026: Globalizing Physical AI,https://en.antaranews.com/amp/news/417815/pudu-robotics-founder-ceo-felix-zhang-at-beyond-expo-2026-globalizing-physical-al,ANTARA 2026-06-03 公开分发稿；未公开互动量。
2026-06-03,新闻/网站,Web2+3 AI论坛,Web3,参展商,1,,,锦鲤KoiPayment,BIT受邀出席Beyond Expo 2026，券商直投美股开创新模式,https://koipayment.com/2026/06/03/bit%E5%8F%97%E9%82%80%E5%87%BA%E5%B8%ADbeyond-expo-2026%EF%BC%8C%E5%88%B8%E5%95%86%E7%9B%B4%E6%8A%95%E7%BE%8E%E8%82%A1%E5%BC%80%E5%88%9B%E6%96%B0%E6%A8%A1%E5%BC%8F/,锦鲤KoiPayment 2026-06-03 19:49 公开文章；未公开互动量。
2026-06-03,新闻/网站,Digital AI Summit,AI,参展商,1,,,SegmentFault / 云智慧,直击BEYOND Expo 2026 | 云智慧Cloudwise亮相澳门，发布“三层战略”护航 AI 数实共生,https://segmentfault.com/a/1190000047814609?sort=votes,SegmentFault 2026-06-03 公开文章；页面显示阅读数但未计入互动量，避免混合口径。
2026-06-03,新闻/网站,国际科技论坛,国际合作,媒体,1,,,Mid-East.info,"AI, Energy and Water: The New Asia–Middle East Investment Opportunity",https://mid-east.info/ai-energy-and-water-the-new-asia-middle-east-investment-opportunity/,Mid-East.info 2026-06-03 现场报道；页面数字未确认口径，未计入互动量。
2026-06-03,微信,展区开放,机器人,媒体,1,,,具身智能机器人世界,BEYOND Expo2026观察:具身智能的“ChatGPT时刻”还没到，机器人公司在争什么?,,搜狗微信搜索第 2 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,展区开放,国际合作,官方/主办方,1,,,BEYOND Expo,横琴科技企业亮相BEYOND Expo 2026，展现琴澳产业协同创新成效,,搜狗微信搜索第 2 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,展区开放,AI,参展商,1,,,嗖马人工智能技术杭州有限公司,BEYOND Expo 2026落幕:近800家企业亮出底牌，你的同行已经悄悄上车,,搜狗微信搜索第 3 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,展区开放,智能硬件,参展商,1,,,倍联德实业,圆满落幕!倍联德BEYOND Expo 2026澳门之行收官，锐影液冷算力闪耀国际盛会,,搜狗微信搜索第 5 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,国际科技论坛,医疗健康,官方/主办方,1,,,BEYOND Expo,从瑞士健康谷到中国落地:中瑞FEM双向发展论坛首次亮相BEYOND Expo 2026!,,搜狗微信搜索第 7 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,展区开放,智能硬件,参展商,1,,,珠海市半导体行业协会,会员动态 | AI赋能 数实共生 !欧森斯携高速示波器、在线工业CT检测设备亮相BEYOND EXPO 2026,,搜狗微信搜索第 8 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,展区开放,国际合作,参展商,1,,,今日漕河泾,特首到访!漕河泾开发区携企亮相BEYOND EXPO 2026,,搜狗微信搜索第 8 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,展区开放,国际合作,参展商,1,,,中欧创新生态圈,活动回顾|深圳中欧创新中心亮相BEYOND Expo 2026!助力第十届中国深圳创新创业大赛国际赛项目招募!,,搜狗微信搜索第 10 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-03,微信,Fund At First Pitch,投资路演,参展商,1,,,立方匯Hexcubes,赋能初创，链接全球 | 立方匯亮相 BEYOND Expo 2026，从湾区启航、向世界生长,,搜狗微信搜索第 10 页结果；发布时间由搜狗时间戳换算为 Asia/Shanghai；原文直链未稳定解析，点击“搜索线索”按标题回搜。
2026-06-01,小红书,会后社交,展商故事,KOL/创作者,1,201,,电荷荷荷,🇲🇴BEYOND收官｜互联网大厂打工人澳门看展,https://www.rednote.com/explore/6a1bef0a000000000800081d,小红书网页版站内搜索采样；关键词「beyondexpo」；页面显示“4天前”，按 2026-06-05 折算为 6月1日；公开互动：201。
2026-06-02,小红书,展区开放,智能硬件,参展商,1,5,,思捷科技Sieger Technology,现场直击澳门 BEYOND Expo 2026！🎩,https://www.rednote.com/explore/6a1d1df100000000350256bd,小红书网页版站内搜索采样；关键词「BEYOND Expo 2026」；页面显示“3天前”，按 2026-06-05 折算为 6月2日；公开互动：5。
2026-06-02,小红书,国际科技论坛,AI,嘉宾,1,2,,TreeWan,主持 2026 Beyond Expo Physical AI 论坛,https://www.rednote.com/explore/6a1afcaf00000000350200f0,小红书网页版站内搜索采样；关键词「beyond expo」；页面显示“3天前”，按 2026-06-05 折算为 6月2日；公开互动：2。
2026-06-02,小红书,展区开放,AI,参展商,1,38,,法国建筑师Xavier,澳门🇲🇴BEYOND Expo|建筑AI创业者参展,https://www.rednote.com/explore/6a1d41c80000000007024b0e,小红书网页版站内搜索采样；关键词「beyond expo」；页面显示“3天前”，按 2026-06-05 折算为 6月2日；公开互动：38。
2026-06-02,小红书,展区开放,展商故事,参展商,1,11,,翔解科技,Beyond Expo前线纪实｜最好的团建是并肩冲前,https://www.rednote.com/explore/6a1e07840000000006020565,小红书网页版站内搜索采样；关键词「BEYONDExpo」；页面显示“3天前”，按 2026-06-05 折算为 6月2日；公开互动：11。
2026-06-02,小红书,会后社交,创作者经济,官方/主办方,1,19,,BEYOND国际科技创新博览会,别样薯光｜BEYOND星选 官方Pick合辑 ✨,https://www.rednote.com/explore/6a1d881b0000000007013066,小红书网页版站内搜索采样；关键词「BEYONDExpo」；页面显示“3天前”，按 2026-06-05 折算为 6月2日；公开互动：19。
2026-06-02,小红书,展区开放,展商故事,KOL/创作者,1,6,,Alexdaydayup,Beyond expo值得一看,https://www.rednote.com/explore/6a1d888d000000003502fa2f,小红书网页版站内搜索采样；关键词「beyondexpo2026」；页面显示“3天前”，按 2026-06-05 折算为 6月2日；公开互动：6。
2026-06-03,小红书,展区开放,展商故事,KOL/创作者,1,18,,Cherish车里诗,Beyond Expo2026在线算缘,https://www.rednote.com/explore/6a1eddda000000003802031e,小红书网页版站内搜索采样；关键词「BEYOND Expo 2026」；页面显示“2天前”，按 2026-06-05 折算为 6月3日；公开互动：18。
2026-06-01,LinkedIn,BEYOND Awards,AI,官方/主办方,1,46,,BEYOND Expo,BEYOND Innovation Awards winners announced,https://www.linkedin.com/company/beyond-expo,LinkedIn 公司页公开采样；页面显示“4d”，按 2026-06-05 折算为 6月1日；公开 reactions：46，另显示 1 Comment；非原帖直链，按公司页更新核验。
2026-06-01,LinkedIn,BGlobal新品发布,智能硬件,KOL/创作者,1,6,,赵云菲 / SmartXY,AI is moving from the screen to the face at BEYOND Expo 2026,https://www.linkedin.com/posts/bravevanda_aiglasses-arglasses-smartglasses-activity-7465564963772923904-tR7C,LinkedIn 公开帖子页采样；页面显示“4d”，按 2026-06-05 折算为 6月1日；公开 reactions：6。
2026-06-01,LinkedIn,会后社交,AI,媒体,1,1,,Entrepreneur News Network,ENN INSIGHTS: The Physical AI Revolution Live From BEYOND Expo 2026,https://www.linkedin.com/pulse/enn-insights-physical-ai-revolution-live-from-umkrc,LinkedIn Pulse 公开文章；页面显示 Published Jun 1 2026；公开 reactions：1。
2026-06-02,LinkedIn,展区开放,机器人,媒体,1,8,,Yimie Yong / TNGlobal,Astribot at BEYOND Expo 2026,https://www.linkedin.com/posts/yimie-yong-aa5ba631_beyondexpo2026-beyondexpo-physicalai-activity-7465948186621272064-lGmM,LinkedIn 公开帖子页采样；页面显示“3d Edited”，按 2026-06-05 折算为 6月2日；公开 reactions：8，另显示 2 Comments。
2026-06-02,LinkedIn,展区开放,AI,参展商,1,3,,InnoX Shenzhen,Global media got a closer look at Shenzhen hard tech at BEYOND Expo 2026 Media Day,https://www.linkedin.com/posts/innox-shenzhen_shenzhen-ai-hardware-activity-7466069417479675904-s7j1,LinkedIn 公开帖子页采样；页面显示“3d”，按 2026-06-05 折算为 6月2日；公开 reactions：3。
2026-06-02,LinkedIn,BGlobal Summit,国际合作,参展商,1,46,,Cradle Fund,"From regional conversations to Malaysian talent on the global stage, BEYOND Expo 2026 in Macau",https://www.linkedin.com/company/cradlefund,LinkedIn 公司页公开采样；页面显示“3d Edited”，按 2026-06-05 折算为 6月2日；公开 reactions：46，另显示 9 Comments；非原帖直链，按公司页更新核验。
